"Date","Transaction","Name","Memo","Amount"
"2025-06-27","DEBIT","WHITS FROZEN CUSTARD   423-3222819   TN","24540455177010601709511; 05812; ; ; ;","-26.94"
"2025-06-30","DEBIT","GAMESTOP #4826         FRANKLIN      TN","24445005181000734340527; 07993; ; ; ;","-73.50"
"2025-06-30","DEBIT","TACO BELL 030711       SPRING HILL   TN","24943005180236151805323; 05814; ; ; ;","-24.19"
"2025-06-30","DEBIT","WHITS FROZEN CUSTARD   423-3222819   TN","24540455180010702021316; 05812; ; ; ;","-9.87"
"2025-06-30","DEBIT","DAILY'S COLUMBIA 8865  COLUMBIA      TN","24431055179168207477046; 05542; ; ; ;","-44.36"
"2025-06-30","DEBIT","TARGET.COM             WWW.TARGET.CO MN","24431065178234875244363; 05310; ; ; ;","-48.48"
"2025-06-30","DEBIT","AMAZON RETA* NQ8R15P80 WWW.AMAZON.CO WA","24011345178100104037585; 05331; ; ; ;","-20.03"
"2025-06-30","DEBIT","AMAZON MKTPL*NQ7TL11L0 Amzn.com/bill WA","24692165178107562926504; 05942; ; ; ;","-81.60"
"2025-06-30","DEBIT","CLAUDE.AI SUBSCRIPTION ANTHROPIC.COM CA","24011345179100043289809; 05734; ; ; ;","-21.95"
"2025-06-30","DEBIT","WHITS FROZEN CUSTARD   423-3222819   TN","24540455179010702100683; 05812; ; ; ;","-39.22"
"2025-06-30","DEBIT","KROGER                 866-576-4377  OH","24445005178100161767286; 05411; ; ; ;","-227.70"
"2025-07-01","DEBIT","GOOGLE *YouTubePremium g.co/helppay# CA","24692165181100012312123; 05818; ; ; ;","-15.32"
"2025-07-01","DEBIT","ALLENHILL PHARMACY     FRANKLIN      TN","24116415182391525267310; 05912; ; ; ;","-50.00"
"2025-07-01","DEBIT","APPLE.COM/BILL         866-712-7753  CA","24692165182100689197079; 05818; ; ; ;","-9.99"
"2025-07-02","DEBIT","SPEECH THERAPY SERVICE support@simpl TN","24011345182100120155365; 08099; ; ; ;","-80.00"
"2025-07-02","DEBIT","SPEEDWAY 7176 1535 NAS COLUMBIA      TN","24137465183001300839832; 05542; ; ; ;","-44.50"
"2025-07-02","DEBIT","KROGER                 866-576-4377  OH","24445005182100151878584; 05411; ; ; ;","-170.11"
"2025-07-03","DEBIT","OPENROUTER INC        OPENROUTER.AI NY","24492165184100013380243; 05734; ; ; ;","-10.80"
"2025-07-03","DEBIT","al.Nord*VPNcom         208-6388607   NY","24204295183001723677065; 07372; ; ; ;","-65.27"
"2025-07-03","DEBIT","KROGER #538            COLUMBIA      TN","24445005183300481514995; 05411; ; ; ;","-41.49"
"2025-07-03","DEBIT","TOWNE COFFEE           COLUMBIA      TN","24687205183030023431522; 05812; ; ; ;","-14.09"
"2025-07-07","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","500.00"
"2025-07-07","DEBIT","WHITS FROZEN CUSTARD   423-3222819   TN","24540455188012001548710; 05812; ; ; ;","-14.87"
"2025-07-07","DEBIT","ZAXBY'S #61401         SPRING HILL   TN","24692165187105905188054; 05814; ; ; ;","-22.59"
"2025-07-07","DEBIT","WHITS FROZEN CUSTARD   423-3222819   TN","24540455187010601868042; 05812; ; ; ;","-9.87"
"2025-07-07","DEBIT","AMAZON RETA* N32SA4HK1 WWW.AMAZON.CO WA","24011345185100106712798; 05331; ; ; ;","-32.91"
"2025-07-07","DEBIT","PUBLIX #1047           SPRING HILL   TN","24137465186001095244625; 05411; ; ; ;","-33.27"
"2025-07-07","DEBIT","CULVERS OF SPRING HILL SPRING HILL   TN","24943005186239896699856; 05814; ; ; ;","-23.67"
"2025-07-07","DEBIT","KROGER                 866-576-4377  OH","24445005185100195872020; 05411; ; ; ;","-196.23"
"2025-07-07","DEBIT","10 MAD FIREWORKS       COLUMBIA      TN","24207855185036200649886; 05999; ; ; ;","-55.87"
"2025-07-07","CREDIT","KROGER                 CINCINNATI    OH","74445005184300976792423; 05411; ; ; ;","9.60"
"2025-07-07","DEBIT","AMAZON RETA* N33K39XQ0 WWW.AMAZON.CO WA","24011345184100097423562; 05331; ; ; ;","-56.52"
"2025-07-07","DEBIT","TARGET.COM  *          800-591-3869  MN","24431065184238875162816; 05310; ; ; ;","-105.90"
"2025-07-07","DEBIT","TARGET.COM  *          800-591-3869  MN","24431065184238875085546; 05310; ; ; ;","-44.84"
"2025-07-07","DEBIT","SQ *JJ'S BARBECUE OF C COLUMBIA      TN","24692165184102547616462; 05812; ; ; ;","-49.46"
"2025-07-07","DEBIT","LOWES #02474*          SPRING HILL   TN","24692165184102696306832; 05200; ; ; ;","-16.46"
"2025-07-08","DEBIT","TARGET.COM  *          800-591-3869  MN","24431065188241418150815; 05310; ; ; ;","-69.35"
"2025-07-09","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","2000.00"
"2025-07-09","DEBIT","NETFLIX.COM            NETFLIX.COM   CA","24692165189107529696502; 04899; ; ; ;","-29.54"
"2025-07-09","DEBIT","TARGET.COM  *          800-591-3869  MN","24431065189241955176925; 05310; ; ; ;","-14.26"
"2025-07-09","DEBIT","TARGET.COM  *          800-591-3869  MN","24431065189241952772544; 05310; ; ; ;","-2.19"
"2025-07-09","CREDIT","TARGET.COM             BROOKLYN PARK MN","74431065189241980381842; 05310; ; ; ;","16.45"
"2025-07-09","DEBIT","THRIFT LOVE            COLUMBIA      TN","24116415189400344721747; 05931; ; ; ;","-18.94"
"2025-07-09","DEBIT","MCDONALD'S F26871      SPRING HILL   TN","24427335189720253573225; 05814; ; ; ;","-4.16"
"2025-07-10","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","492.39"
"2025-07-10","DEBIT","NEW LEAF PUBLISHING GR 870-438-5288  AR","24116415191716430454877; 02741; ; ; ;","-7.65"
"2025-07-10","DEBIT","RAINBOW RESOURCE CENTE 309-695-3200  IL","24116415191716430055633; 05942; ; ; ;","-77.37"
"2025-07-10","DEBIT","ALL ABOUT LEARNING     715-4771976   WI","24755425190271906639219; 08299; ; ; ;","-129.90"
"2025-07-10","DEBIT","GOODANDBEAU            801-641-5514  UT","24027625191067173494627; 08299; ; ; ;","-132.15"
"2025-07-10","DEBIT","KROGER                 866-576-4377  OH","24445005190100143813467; 05411; ; ; ;","-204.68"
"2025-07-10","DEBIT","SHELL OIL 21575220180  COLUMBIA      TN","24316055190400875738135; 05542; ; ; ;","-45.26"
"2025-07-11","DEBIT","COLUMBIA POWER & WATER CPWS.EBILL.CO TN","24116415191747001989314; 04900; ; ; ;","-43.26"
"2025-07-11","DEBIT","BOOST MEMBERSHIP       615-871-2400  TN","24445005191300457551773; 05411; ; ; ;","-8.99"
"2025-07-11","DEBIT","UMAMI JAPANESE STEAKHO COLUMBIA      TN","24765015191402611186560; 05812; ; ; ;","-64.16"
"2025-07-14","DEBIT","TARGET.COM  *          800-591-3869  MN","24431065194245387735193; 05310; ; ; ;","-18.65"
"2025-07-14","DEBIT","MDC*DUCK RIVER ELECTRI 931-6844621   TN","24755425195731958976020; 04900; ; ; ;","-255.49"
"2025-07-14","DEBIT","TARGET.COM  *          800-591-3869  MN","24431065193244698862169; 05310; ; ; ;","-55.95"
"2025-07-14","DEBIT","VICTORS TACOS          COLUMBIA      TN","24000975194051006662805; 05812; ; ; ;","-27.78"
"2025-07-14","DEBIT","AMZ*Cyberpower Inc.    techsupport@c CA","24692165193100932246878; 05732; ; ; ;","-1617.77"
"2025-07-14","DEBIT","THRIFT LOVE            COLUMBIA      TN","24116415192403844137567; 05931; ; ; ;","-27.30"
"2025-07-14","DEBIT","AMAZON MKTPL*NR6GD7PF2 Amzn.com/bill WA","24692165193100723974522; 05942; ; ; ;","-27.39"
"2025-07-15","DEBIT","SPOTIFY                877-778-1161  NY","24036295196716113091648; 04899; ; ; ;","-18.60"
"2025-07-15","DEBIT","APPLE.COM/BILL         866-712-7753  CA","24692165196103550919005; 05818; ; ; ;","-74.58"
"2025-07-15","DEBIT","TARGET.COM  *          800-591-3869  MN","24431065195245992843217; 05310; ; ; ;","-4.87"
"2025-07-15","DEBIT","KROGER #538            COLUMBIA      TN","24445005195300440508852; 05411; ; ; ;","-46.94"
"2025-07-16","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","500.00"
"2025-07-16","DEBIT","TARGET.COM  *          800-591-3869  MN","24431065196246536650182; 05310; ; ; ;","-46.02"
"2025-07-16","DEBIT","AMAZON MKTPL*ZI7M85OK3 Amzn.com/bill WA","24692165196104332407780; 05942; ; ; ;","-51.97"
"2025-07-16","DEBIT","HOBBY-LOBBY #0107      COLUMBIA      TN","24137465196200232747478; 05945; ; ; ;","-26.19"
"2025-07-17","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","3000.00"
"2025-07-18","DEBIT","AMAZON RETA* SV6VC5FX3 WWW.AMAZON.CO WA","24011345198100111930356; 05331; ; ; ;","-52.78"
"2025-07-18","DEBIT","THRIFT LOVE            COLUMBIA      TN","24116415198410699958330; 05931; ; ; ;","-42.91"
"2025-07-18","DEBIT","SPEEDWAY 7176 1535 NAS COLUMBIA      TN","24137465199001332475029; 05542; ; ; ;","-39.39"
"2025-07-18","DEBIT","ATMOS ENERGY           888-286-6700  TX","24692165198105680713990; 04900; ; ; ;","-22.80"
"2025-07-18","DEBIT","TACO BELL 034958       COLUMBIA      TN","24943005198247790690414; 05814; ; ; ;","-19.93"
"2025-07-18","DEBIT","KROGER                 866-576-4377  OH","24445005198100137390649; 05411; ; ; ;","-168.40"
"2025-07-21","DEBIT","AMAZON PRIME*OR7215LW3 Amzn.com/bill WA","24692165201108670616525; 05968; ; ; ;","-16.41"
"2025-07-21","DEBIT","TARGET.COM  *          800-591-3869  MN","24431065201249906929999; 05310; ; ; ;","-41.23"
"2025-07-21","DEBIT","TARGET.COM  *          800-591-3869  MN","24431065201249970840858; 05310; ; ; ;","-3.73"
"2025-07-21","DEBIT","KROGER                 866-576-4377  OH","24445005201100255183243; 05411; ; ; ;","-53.27"
"2025-07-21","DEBIT","Spectrum               855-707-7328  MO","24692165200108009674972; 04899; ; ; ;","-84.99"
"2025-07-21","DEBIT","DOLLAR TREE            SPRING HILL   TN","24445005201000749875380; 05331; ; ; ;","-2.74"
"2025-07-21","DEBIT","GAMESTOP #6199         COLUMBIA      TN","24445005200000861483352; 07993; ; ; ;","-54.86"
"2025-07-21","DEBIT","PANERA BREAD #606028 P SPRING HILL   TN","24692165199106805412780; 05814; ; ; ;","-29.17"
"2025-07-21","DEBIT","COOL SPRINGS PEDIATRIC FRANKLIN      TN","24412895199027014058662; 08011; ; ; ;","-69.81"
"2025-07-22","DEBIT","KROGER                 866-576-4377  OH","24445005202100147559948; 05411; ; ; ;","-241.08"
"2025-07-23","DEBIT","AMAZON RETA* WX8QM2BZ3 WWW.AMAZON.CO WA","24011345203100071498736; 05331; ; ; ;","-36.25"
"2025-07-23","DEBIT","AMAZON RETA* 882DS9RP3 WWW.AMAZON.CO WA","24011345203100084804045; 05331; ; ; ;","-25.22"
"2025-07-23","DEBIT","TOWNE COFFEE           COLUMBIA      TN","24687205203030022058587; 05812; ; ; ;","-16.19"
"2025-07-24","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","800.00"
"2025-07-24","DEBIT","AMAZON MKTPL*LS5GG1II3 Amzn.com/bill WA","24692165204101870257700; 05942; ; ; ;","-52.12"
"2025-07-25","DEBIT","AMAZON RETA* YF3C60E83 WWW.AMAZON.CO WA","24011345206100038639221; 05331; ; ; ;","-9.28"
"2025-07-25","DEBIT","THRIFT LOVE            COLUMBIA      TN","24116415205418791020579; 05931; ; ; ;","-11.31"
"2025-07-25","DEBIT","WHITS FROZEN CUSTARD   423-3222819   TN","24540455206010601874955; 05812; ; ; ;","-16.45"
"2025-07-25","DEBIT","CABIN COFFEE - COLUMBI COLUMBIA      TN","24269795205500731225044; 05814; ; ; ;","-54.11"
"2025-07-25","DEBIT","FIVE BELOW 6370        COLUMBIA      TN","24137465205500931358330; 05331; ; ; ;","-32.54"
"2025-07-25","DEBIT","SHELL OIL 21575220180  COLUMBIA      TN","24316055205418208485227; 05542; ; ; ;","-44.11"
"2025-07-25","DEBIT","SCHOOL OF ROCK FRANKLI 203-6095211   TN","24005955205900010300113; 08299; ; ; ;","-180.00"
"2025-07-25","DEBIT","UMAMI JAPANESE STEAKHO COLUMBIA      TN","24765015205418761211390; 05812; ; ; ;","-70.69"
"2025-07-28","DEBIT","CLAUDE.AI SUBSCRIPTION ANTHROPIC.COM CA","24011345209100016711437; 05734; ; ; ;","-21.95"
"2025-07-28","DEBIT","PUBLIX #1047           SPRING HILL   TN","24137465209001222056101; 05411; ; ; ;","-184.89"
"2025-07-28","DEBIT","CULVERS OF SPRING HILL SPRING HILL   TN","24943005209254851087115; 05814; ; ; ;","-29.92"
"2025-07-28","DEBIT","Roku for Disney Electr 816-2728107   DE","24204295208000902602051; 04899; ; ; ;","-17.51"
"2025-07-28","DEBIT","AMAZON RETA* KH0GC0MJ3 WWW.AMAZON.CO WA","24011345207100074022828; 05331; ; ; ;","-43.89"
"2025-07-28","DEBIT","WHITS FROZEN CUSTARD   423-3222819   TN","24540455208010702041262; 05812; ; ; ;","-9.87"
"2025-07-28","DEBIT","AMAZON MKTPL*QX58O0CZ3 Amzn.com/bill WA","24692165206103507592994; 05942; ; ; ;","-231.56"
"2025-07-28","DEBIT","TARGET.COM  *          800-591-3869  MN","24431065206253271600560; 05310; ; ; ;","-39.09"
"2025-07-28","DEBIT","TARGET.COM             800-591-3869  MN","24431065206253312352296; 05310; ; ; ;","-6.06"
"2025-07-28","DEBIT","WALGREENS #7659        COLUMBIA      TN","24445005207000803343451; 05912; ; ; ;","-34.19"
"2025-07-28","DEBIT","AHA INDIAN GRILL       SPRING HILL   TN","24000975206131102272489; 05812; ; ; ;","-64.65"
"2025-07-28","DEBIT","DD/BR #343536 Q35      FRANKLIN      TN","24943005207253462284006; 05814; ; ; ;","-17.29"
"2025-07-29","DEBIT","SONIC DRIVE IN #1850   COLUMBIA      TN","24055245209423499575262; 05814; ; ; ;","-2.18"
"2025-07-30","DEBIT","GOOGLE *YouTubePremium g.co/helppay# CA","24692165211107572581637; 04899; ; ; ;","-15.32"
"2025-07-30","DEBIT","ZAXBY'S #28901         COLUMBIA      TN","24692165210107135679473; 05814; ; ; ;","-30.48"
"2025-07-30","DEBIT","RACETRAC2557  00025577 SPRING HILL   TN","24164075210974695653002; 05542; ; ; ;","-37.93"
"2025-07-31","DEBIT","TARGET.COM  *          800-591-3869  MN","24431065211256427059121; 05310; ; ; ;","-4.60"
"2025-07-31","DEBIT","TARGET.COM  *          800-591-3869  MN","24431065211256425611741; 05310; ; ; ;","-86.00"
"2025-08-01","DEBIT","AMAZON RETA* 0A7F445D3 WWW.AMAZON.CO WA","24011345212100075095917; 05331; ; ; ;","-40.86"
"2025-08-01","DEBIT","APPLE.COM/BILL         866-712-7753  CA","24692165212108851839174; 05818; ; ; ;","-9.99"
"2025-08-01","DEBIT","LOWES #02474*          SPRING HILL   TN","24692165212109025239226; 05200; ; ; ;","-77.75"
"2025-08-01","DEBIT","PUBLIX #1047           SPRING HILL   TN","24137465213600284130565; 05411; ; ; ;","-171.58"
"2025-08-01","DEBIT","CULVERS OF SPRING HILL SPRING HILL   TN","24943005213257518102387; 05814; ; ; ;","-8.21"
"2025-08-01","DEBIT","CHICK-FIL-A #01220     FRANKLIN      TN","24427335212710008533625; 05814; ; ; ;","-33.35"
"2025-08-04","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","2000.00"
"2025-08-04","DEBIT","AMAZON MKTPL*8H8KA8DC3 Amzn.com/bill WA","24692165214100768279519; 05942; ; ; ;","-49.38"
"2025-08-04","DEBIT","4TE*PREVENTIA SECURITY 615-422-5276  TN","24445005214200164873309; 07393; ; ; ;","-164.85"
"2025-08-04","DEBIT","SONIC DRIVE IN #2984   SPRING HILL   TN","24055245214429419644628; 05814; ; ; ;","-14.69"
"2025-08-04","DEBIT","SCHOOL OF ROCK FRANKLI 203-6095211   TN","24005955215900010601781; 08299; ; ; ;","-260.00"
"2025-08-04","DEBIT","UMAMI JAPANESE STEAKHO COLUMBIA      TN","24765015214429338290915; 05812; ; ; ;","-69.03"
"2025-08-04","DEBIT","KROGER #538            COLUMBIA      TN","24445005214300462556646; 05411; ; ; ;","-41.49"
"2025-08-04","DEBIT","AMAZON RETA* UH00I5LV3 WWW.AMAZON.CO WA","24011345213100097182650; 05331; ; ; ;","-27.36"
"2025-08-04","DEBIT","AMAZON MKTPL*3L96R98Y3 Amzn.com/bill WA","24692165213109778302428; 05942; ; ; ;","-51.08"
"2025-08-04","DEBIT","AMAZON MKTPL*FF5O23H83 Amzn.com/bill WA","24692165213109975220886; 05942; ; ; ;","-28.51"
"2025-08-04","DEBIT","CHICK-FIL-A #02869     COLUMBIA      TN","24427335213710018891897; 05814; ; ; ;","-21.20"
"2025-08-05","DEBIT","THRIFT LOVE            COLUMBIA      TN","24116415216431614756227; 05931; ; ; ;","-38.73"
"2025-08-06","DEBIT","TARGET.COM             800-591-3869  MN","24431065217260431253625; 05310; ; ; ;","-35.69"
"2025-08-06","DEBIT","PUBLIX #1047           SPRING HILL   TN","24137465218001315938248; 05411; ; ; ;","-238.73"
"2025-08-06","DEBIT","SPEEDWAY 7176 1535 NAS COLUMBIA      TN","24137465218001315938164; 05542; ; ; ;","-45.13"
"2025-08-06","DEBIT","TOWNE COFFEE           COLUMBIA      TN","24687205217030022129127; 05812; ; ; ;","-16.46"
"2025-08-06","DEBIT","TOWNE COFFEE           COLUMBIA      TN","24687205217030022128749; 05812; ; ; ;","-6.42"
"2025-08-07","DEBIT","CULVERS OF FRANKLIN    FRANKLIN      TN","24943005219261390689176; 05814; ; ; ;","-15.01"
"2025-08-07","DEBIT","TACO BELL 034958       COLUMBIA      TN","24943005218260982508811; 05814; ; ; ;","-20.81"
"2025-08-07","DEBIT","70032 WORKOUT ANYTIME  COLUMBIA      TN","24910165218025096185603; 07997; ; ; ;","-429.00"
"2025-08-08","DEBIT","WILLIAMSON COUNTY FAIR FRANKLIN      TN","24055235220435259471074; 07991; ; ; ;","-25.00"
"2025-08-08","DEBIT","FAIR FOOD- PW          EDGEFEILD     SC","24210735220094126641871; 05814; ; ; ;","-8.24"
